week,words,frequency,total_words
18,black,11898.0,19896326
18,conflict,3049.0,19896326
18,bleach,559.0,19896326
18,armor,17.0,19896326
18,besieg,24.0,19896326
18,artilleri,8.0,19896326
18,overcount,61.0,19896326
18,conquest,4.0,19896326
18,disarma,33.0,19896326
18,invas,262.0,19896326
18,arsenal,39.0,19896326
18,fire,5397.0,19896326
18,gunfight,1.0,19896326
18,frontlin,3352.0,19896326
18,liber,3263.0,19896326
18,africa,2354.0,19896326
18,militari,3975.0,19896326
18,escal,446.0,19896326
18,crusad,33.0,19896326
18,grenad,8.0,19896326
18,overblown,142.0,19896326
18,armament,,19896326
18,battl,4002.0,19896326
18,won,,19896326
18,destruct,595.0,19896326
18,flank,11.0,19896326
18,enemi,1461.0,19896326
18,trench,286.0,19896326
18,crossfir,2.0,19896326
18,arm,1709.0,19896326
18,bomb,643.0,19896326
18,fortifi,38.0,19896326
18,salvo,35.0,19896326
18,truce,5.0,19896326
18,retreat,106.0,19896326
18,alli,929.0,19896326
18,fought,1356.0,19896326
18,insurg,5.0,19896326
18,mandatori,1630.0,19896326
18,unitedfront,,19896326
18,win,7450.0,19896326
18,defend,2195.0,19896326
18,defens,1176.0,19896326
18,sieg,88.0,19896326
18,battleground,202.0,19896326
18,gun,1671.0,19896326
18,dioxid,179.0,19896326
18,peac,1915.0,19896326
18,attack,8965.0,19896326
18,soldier,1760.0,19896326
18,combat,5104.0,19896326
18,violenc,1944.0,19896326
18,battleplan,,19896326
18,foe,45.0,19896326
18,fight,25121.0,19896326
18,troop,621.0,19896326
18,front,9615.0,19896326
18,bloodsh,4.0,19896326
18,allianc,284.0,19896326
18,microchip,335.0,19896326
18,flu,10059.0,19896326
18,invad,187.0,19896326
18,hostil,205.0,19896326
18,gate,4834.0,19896326
18,die,78844.0,19896326
18,unreport,45.0,19896326
18,defeat,3586.0,19896326
18,rebellion,68.0,19896326
18,command,741.0,19896326
18,strategi,4543.0,19896326
18,homeland,1794.0,19896326
18,casualti,499.0,19896326
18,armi,1490.0,19896326
18,chip,,19896326
18,african,3472.0,19896326
18,treati,142.0,19896326
18,warrior,354.0,19896326
18,beat,10131.0,19896326
18,electromagnet,7.0,19896326
18,lab,4030.0,19896326
18,shoot,1987.0,19896326
18,riot,622.0,19896326
18,guard,3745.0,19896326
18,conquer,106.0,19896326
18,tactic,508.0,19896326
18,5g,687.0,19896326
18,resist,1932.0,19896326
18,guerrilla,27.0,19896326
18,peacetim,22.0,19896326
18,raider,17.0,19896326
18,threat,7117.0,19896326
18,ammunit,35.0,19896326
18,weapon,1105.0,19896326
18,warfar,178.0,19896326
18,tank,381.0,19896326
18,implant,971.0,19896326
18,minefield,17.0,19896326
18,warzon,17.0,19896326
18,battlefield,102.0,19896326
18,victori,1799.0,19896326
18,bombard,32.0,19896326
18,antibiot,980.0,19896326
18,killer,706.0,19896326
18,upris,47.0,19896326
18,wartim,141.0,19896326
18,holocaust,294.0,19896326
18,vanquish,45.0,19896326
18,battlefront,2.0,19896326
18,target,3531.0,19896326
18,radiat,80.0,19896326
18,melanin,6.0,19896326
18,death,146819.0,19896326
18,homefront,2.0,19896326
18,hoax,6187.0,19896326
18,chlorin,106.0,19896326
18,kill,22446.0,19896326
18,blitzkrieg,2.0,19896326
18,poc,281.0,19896326
18,campaign,8515.0,19896326
18,struggl,3889.0,19896326
18,captur,579.0,19896326
18,war,10954.0,19896326
18,ceasefir,57.0,19896326
18,fighter,202.0,19896326
