week,words,frequency,total_words
46,black,7900.0,19228151
46,conflict,588.0,19228151
46,bleach,188.0,19228151
46,armor,67.0,19228151
46,besieg,18.0,19228151
46,artilleri,,19228151
46,overcount,3.0,19228151
46,conquest,1.0,19228151
46,disarma,2.0,19228151
46,invas,265.0,19228151
46,arsenal,19.0,19228151
46,fire,9230.0,19228151
46,gunfight,5.0,19228151
46,frontlin,3560.0,19228151
46,liber,1526.0,19228151
46,africa,618.0,19228151
46,militari,3481.0,19228151
46,escal,280.0,19228151
46,crusad,38.0,19228151
46,grenad,16.0,19228151
46,overblown,158.0,19228151
46,armament,,19228151
46,battl,3309.0,19228151
46,won,,19228151
46,destruct,901.0,19228151
46,flank,3.0,19228151
46,enemi,679.0,19228151
46,trench,37.0,19228151
46,crossfir,5.0,19228151
46,arm,8376.0,19228151
46,bomb,524.0,19228151
46,fortifi,19.0,19228151
46,salvo,2.0,19228151
46,truce,1.0,19228151
46,retreat,190.0,19228151
46,alli,387.0,19228151
46,fought,762.0,19228151
46,insurg,10.0,19228151
46,mandatori,1839.0,19228151
46,unitedfront,,19228151
46,win,9108.0,19228151
46,defend,1552.0,19228151
46,defens,1726.0,19228151
46,sieg,66.0,19228151
46,battleground,586.0,19228151
46,gun,7491.0,19228151
46,dioxid,30.0,19228151
46,peac,928.0,19228151
46,attack,5669.0,19228151
46,soldier,445.0,19228151
46,combat,2802.0,19228151
46,violenc,2249.0,19228151
46,battleplan,,19228151
46,foe,23.0,19228151
46,fight,15223.0,19228151
46,troop,367.0,19228151
46,front,3571.0,19228151
46,bloodsh,2.0,19228151
46,allianc,270.0,19228151
46,microchip,580.0,19228151
46,flu,15072.0,19228151
46,invad,721.0,19228151
46,hostil,86.0,19228151
46,gate,1494.0,19228151
46,die,62869.0,19228151
46,unreport,81.0,19228151
46,defeat,3942.0,19228151
46,rebellion,37.0,19228151
46,command,225.0,19228151
46,strategi,2369.0,19228151
46,homeland,219.0,19228151
46,casualti,366.0,19228151
46,armi,602.0,19228151
46,chip,,19228151
46,african,848.0,19228151
46,treati,69.0,19228151
46,warrior,308.0,19228151
46,beat,3278.0,19228151
46,electromagnet,,19228151
46,lab,3280.0,19228151
46,shoot,773.0,19228151
46,riot,1369.0,19228151
46,guard,2286.0,19228151
46,conquer,576.0,19228151
46,tactic,394.0,19228151
46,5g,278.0,19228151
46,resist,1088.0,19228151
46,guerrilla,3.0,19228151
46,peacetim,28.0,19228151
46,raider,148.0,19228151
46,threat,3846.0,19228151
46,ammunit,24.0,19228151
46,weapon,981.0,19228151
46,warfar,124.0,19228151
46,tank,2230.0,19228151
46,implant,162.0,19228151
46,minefield,3.0,19228151
46,warzon,15.0,19228151
46,battlefield,57.0,19228151
46,victori,618.0,19228151
46,bombard,28.0,19228151
46,antibiot,84.0,19228151
46,killer,713.0,19228151
46,upris,42.0,19228151
46,wartim,156.0,19228151
46,holocaust,339.0,19228151
46,vanquish,9.0,19228151
46,battlefront,4.0,19228151
46,target,2053.0,19228151
46,radiat,1693.0,19228151
46,melanin,9.0,19228151
46,death,71185.0,19228151
46,homefront,2.0,19228151
46,hoax,3661.0,19228151
46,chlorin,22.0,19228151
46,kill,18050.0,19228151
46,blitzkrieg,1.0,19228151
46,poc,158.0,19228151
46,campaign,5892.0,19228151
46,struggl,11816.0,19228151
46,captur,641.0,19228151
46,war,10207.0,19228151
46,ceasefir,6.0,19228151
46,fighter,241.0,19228151
