week,words,frequency,total_words
23,black,17869.0,20314494
23,conflict,635.0,20314494
23,bleach,1329.0,20314494
23,armor,46.0,20314494
23,besieg,65.0,20314494
23,artilleri,8.0,20314494
23,overcount,1754.0,20314494
23,conquest,3.0,20314494
23,disarma,2.0,20314494
23,invas,342.0,20314494
23,arsenal,38.0,20314494
23,fire,4703.0,20314494
23,gunfight,,20314494
23,frontlin,1963.0,20314494
23,liber,2633.0,20314494
23,africa,1551.0,20314494
23,militari,2879.0,20314494
23,escal,444.0,20314494
23,crusad,83.0,20314494
23,grenad,37.0,20314494
23,overblown,103.0,20314494
23,armament,,20314494
23,battl,4515.0,20314494
23,won,,20314494
23,destruct,1500.0,20314494
23,flank,4.0,20314494
23,enemi,1072.0,20314494
23,trench,19.0,20314494
23,crossfir,4.0,20314494
23,arm,477.0,20314494
23,bomb,273.0,20314494
23,fortifi,18.0,20314494
23,salvo,3.0,20314494
23,truce,12.0,20314494
23,retreat,488.0,20314494
23,alli,1605.0,20314494
23,fought,542.0,20314494
23,insurg,99.0,20314494
23,mandatori,4797.0,20314494
23,unitedfront,1.0,20314494
23,win,6644.0,20314494
23,defend,1336.0,20314494
23,defens,1346.0,20314494
23,sieg,90.0,20314494
23,battleground,202.0,20314494
23,gun,1499.0,20314494
23,dioxid,264.0,20314494
23,peac,2329.0,20314494
23,attack,3833.0,20314494
23,soldier,22737.0,20314494
23,combat,2243.0,20314494
23,violenc,1622.0,20314494
23,battleplan,,20314494
23,foe,21.0,20314494
23,fight,17258.0,20314494
23,troop,5107.0,20314494
23,front,18748.0,20314494
23,bloodsh,1.0,20314494
23,allianc,229.0,20314494
23,microchip,276.0,20314494
23,flu,8250.0,20314494
23,invad,139.0,20314494
23,hostil,126.0,20314494
23,gate,4060.0,20314494
23,die,46194.0,20314494
23,unreport,107.0,20314494
23,defeat,1804.0,20314494
23,rebellion,35.0,20314494
23,command,253.0,20314494
23,strategi,6249.0,20314494
23,homeland,140.0,20314494
23,casualti,170.0,20314494
23,armi,426.0,20314494
23,chip,,20314494
23,african,714.0,20314494
23,treati,125.0,20314494
23,warrior,255.0,20314494
23,beat,2136.0,20314494
23,electromagnet,1.0,20314494
23,lab,2569.0,20314494
23,shoot,767.0,20314494
23,riot,6211.0,20314494
23,guard,1484.0,20314494
23,conquer,170.0,20314494
23,tactic,504.0,20314494
23,5g,625.0,20314494
23,resist,2330.0,20314494
23,guerrilla,,20314494
23,peacetim,2.0,20314494
23,raider,41.0,20314494
23,threat,6851.0,20314494
23,ammunit,11.0,20314494
23,weapon,1040.0,20314494
23,warfar,92.0,20314494
23,tank,465.0,20314494
23,implant,45.0,20314494
23,minefield,6.0,20314494
23,warzon,8.0,20314494
23,battlefield,1587.0,20314494
23,victori,1080.0,20314494
23,bombard,39.0,20314494
23,antibiot,61.0,20314494
23,killer,407.0,20314494
23,upris,98.0,20314494
23,wartim,2117.0,20314494
23,holocaust,46.0,20314494
23,vanquish,8.0,20314494
23,battlefront,,20314494
23,target,2386.0,20314494
23,radiat,97.0,20314494
23,melanin,,20314494
23,death,90418.0,20314494
23,homefront,,20314494
23,hoax,15061.0,20314494
23,chlorin,149.0,20314494
23,kill,35771.0,20314494
23,blitzkrieg,,20314494
23,poc,253.0,20314494
23,campaign,8487.0,20314494
23,struggl,2704.0,20314494
23,captur,21940.0,20314494
23,war,4269.0,20314494
23,ceasefir,87.0,20314494
23,fighter,134.0,20314494
