week,words,frequency,total_words
9,black,4457.0,19873270
9,conflict,1058.0,19873270
9,bleach,142.0,19873270
9,armor,99.0,19873270
9,besieg,59.0,19873270
9,artilleri,43.0,19873270
9,overcount,,19873270
9,conquest,3.0,19873270
9,disarma,3.0,19873270
9,invas,347.0,19873270
9,arsenal,31.0,19873270
9,fire,4304.0,19873270
9,gunfight,4.0,19873270
9,frontlin,3763.0,19873270
9,liber,3252.0,19873270
9,africa,855.0,19873270
9,militari,2789.0,19873270
9,escal,705.0,19873270
9,crusad,15.0,19873270
9,grenad,13.0,19873270
9,overblown,167.0,19873270
9,armament,2.0,19873270
9,battl,6986.0,19873270
9,won,,19873270
9,destruct,1512.0,19873270
9,flank,9.0,19873270
9,enemi,2055.0,19873270
9,trench,24.0,19873270
9,crossfir,1.0,19873270
9,arm,717.0,19873270
9,bomb,784.0,19873270
9,fortifi,23.0,19873270
9,salvo,4.0,19873270
9,truce,21.0,19873270
9,retreat,136.0,19873270
9,alli,1068.0,19873270
9,fought,1227.0,19873270
9,insurg,11.0,19873270
9,mandatori,1011.0,19873270
9,unitedfront,,19873270
9,win,3145.0,19873270
9,defend,1943.0,19873270
9,defens,4381.0,19873270
9,sieg,129.0,19873270
9,battleground,63.0,19873270
9,gun,2602.0,19873270
9,dioxid,146.0,19873270
9,peac,1239.0,19873270
9,attack,5491.0,19873270
9,soldier,958.0,19873270
9,combat,5118.0,19873270
9,violenc,971.0,19873270
9,battleplan,,19873270
9,foe,85.0,19873270
9,fight,29415.0,19873270
9,troop,1270.0,19873270
9,front,7834.0,19873270
9,bloodsh,,19873270
9,allianc,304.0,19873270
9,microchip,243.0,19873270
9,flu,14867.0,19873270
9,invad,124.0,19873270
9,hostil,79.0,19873270
9,gate,1555.0,19873270
9,die,46524.0,19873270
9,unreport,20.0,19873270
9,defeat,3057.0,19873270
9,rebellion,53.0,19873270
9,command,789.0,19873270
9,strategi,2357.0,19873270
9,homeland,348.0,19873270
9,casualti,250.0,19873270
9,armi,2055.0,19873270
9,chip,,19873270
9,african,457.0,19873270
9,treati,24.0,19873270
9,warrior,1027.0,19873270
9,beat,3171.0,19873270
9,electromagnet,3.0,19873270
9,lab,3687.0,19873270
9,shoot,540.0,19873270
9,riot,126.0,19873270
9,guard,2263.0,19873270
9,conquer,70.0,19873270
9,tactic,400.0,19873270
9,5g,255.0,19873270
9,resist,1924.0,19873270
9,guerrilla,5.0,19873270
9,peacetim,30.0,19873270
9,raider,32.0,19873270
9,threat,9066.0,19873270
9,ammunit,101.0,19873270
9,weapon,1023.0,19873270
9,warfar,184.0,19873270
9,tank,1686.0,19873270
9,implant,63.0,19873270
9,minefield,138.0,19873270
9,warzon,59.0,19873270
9,battlefield,98.0,19873270
9,victori,778.0,19873270
9,bombard,33.0,19873270
9,antibiot,590.0,19873270
9,killer,369.0,19873270
9,upris,40.0,19873270
9,wartim,496.0,19873270
9,holocaust,322.0,19873270
9,vanquish,11.0,19873270
9,battlefront,5.0,19873270
9,target,1925.0,19873270
9,radiat,47.0,19873270
9,melanin,5.0,19873270
9,death,43034.0,19873270
9,homefront,2.0,19873270
9,hoax,6400.0,19873270
9,chlorin,122.0,19873270
9,kill,18914.0,19873270
9,blitzkrieg,29.0,19873270
9,poc,89.0,19873270
9,campaign,8666.0,19873270
9,struggl,5643.0,19873270
9,captur,317.0,19873270
9,war,5015.0,19873270
9,ceasefir,301.0,19873270
9,fighter,356.0,19873270
