week,words,frequency,total_words
35,black,7039.0,15911852
35,conflict,724.0,15911852
35,bleach,348.0,15911852
35,armor,1507.0,15911852
35,besieg,8.0,15911852
35,artilleri,8.0,15911852
35,overcount,1142.0,15911852
35,conquest,1.0,15911852
35,disarma,,15911852
35,invas,77.0,15911852
35,arsenal,85.0,15911852
35,fire,3776.0,15911852
35,gunfight,1.0,15911852
35,frontlin,1328.0,15911852
35,liber,1612.0,15911852
35,africa,1428.0,15911852
35,militari,2633.0,15911852
35,escal,174.0,15911852
35,crusad,23.0,15911852
35,grenad,6.0,15911852
35,overblown,131.0,15911852
35,armament,,15911852
35,battl,13473.0,15911852
35,won,,15911852
35,destruct,494.0,15911852
35,flank,9.0,15911852
35,enemi,288.0,15911852
35,trench,16.0,15911852
35,crossfir,,15911852
35,arm,630.0,15911852
35,bomb,158.0,15911852
35,fortifi,3.0,15911852
35,salvo,1.0,15911852
35,truce,4.0,15911852
35,retreat,82.0,15911852
35,alli,566.0,15911852
35,fought,590.0,15911852
35,insurg,33.0,15911852
35,mandatori,7641.0,15911852
35,unitedfront,,15911852
35,win,3210.0,15911852
35,defend,1348.0,15911852
35,defens,2186.0,15911852
35,sieg,11.0,15911852
35,battleground,487.0,15911852
35,gun,1647.0,15911852
35,dioxid,41.0,15911852
35,peac,2205.0,15911852
35,attack,3694.0,15911852
35,soldier,736.0,15911852
35,combat,4340.0,15911852
35,violenc,3764.0,15911852
35,battleplan,,15911852
35,foe,36.0,15911852
35,fight,30075.0,15911852
35,troop,314.0,15911852
35,front,2047.0,15911852
35,bloodsh,3.0,15911852
35,allianc,230.0,15911852
35,microchip,184.0,15911852
35,flu,14711.0,15911852
35,invad,38.0,15911852
35,hostil,74.0,15911852
35,gate,2558.0,15911852
35,die,90697.0,15911852
35,unreport,67.0,15911852
35,defeat,1877.0,15911852
35,rebellion,52.0,15911852
35,command,2389.0,15911852
35,strategi,3641.0,15911852
35,homeland,443.0,15911852
35,casualti,453.0,15911852
35,armi,765.0,15911852
35,chip,,15911852
35,african,586.0,15911852
35,treati,47.0,15911852
35,warrior,219.0,15911852
35,beat,2189.0,15911852
35,electromagnet,8.0,15911852
35,lab,3365.0,15911852
35,shoot,716.0,15911852
35,riot,3550.0,15911852
35,guard,492.0,15911852
35,conquer,43.0,15911852
35,tactic,554.0,15911852
35,5g,321.0,15911852
35,resist,1064.0,15911852
35,guerrilla,3.0,15911852
35,peacetim,7.0,15911852
35,raider,192.0,15911852
35,threat,7502.0,15911852
35,ammunit,17.0,15911852
35,weapon,1429.0,15911852
35,warfar,118.0,15911852
35,tank,175.0,15911852
35,implant,169.0,15911852
35,minefield,6.0,15911852
35,warzon,15.0,15911852
35,battlefield,269.0,15911852
35,victori,1650.0,15911852
35,bombard,8.0,15911852
35,antibiot,179.0,15911852
35,killer,373.0,15911852
35,upris,98.0,15911852
35,wartim,72.0,15911852
35,holocaust,53.0,15911852
35,vanquish,9.0,15911852
35,battlefront,1.0,15911852
35,target,1315.0,15911852
35,radiat,2246.0,15911852
35,melanin,2.0,15911852
35,death,120727.0,15911852
35,homefront,,15911852
35,hoax,3628.0,15911852
35,chlorin,28.0,15911852
35,kill,24141.0,15911852
35,blitzkrieg,,15911852
35,poc,67.0,15911852
35,campaign,7848.0,15911852
35,struggl,3832.0,15911852
35,captur,191.0,15911852
35,war,18294.0,15911852
35,ceasefir,52.0,15911852
35,fighter,71.0,15911852
