week,words,frequency,total_words
25,black,8316.0,20076033
25,conflict,630.0,20076033
25,bleach,938.0,20076033
25,armor,51.0,20076033
25,besieg,10.0,20076033
25,artilleri,4.0,20076033
25,overcount,18.0,20076033
25,conquest,1.0,20076033
25,disarma,1.0,20076033
25,invas,215.0,20076033
25,arsenal,64.0,20076033
25,fire,6176.0,20076033
25,gunfight,,20076033
25,frontlin,2401.0,20076033
25,liber,1667.0,20076033
25,africa,1021.0,20076033
25,militari,2055.0,20076033
25,escal,858.0,20076033
25,crusad,24.0,20076033
25,grenad,1.0,20076033
25,overblown,87.0,20076033
25,armament,,20076033
25,battl,4486.0,20076033
25,won,,20076033
25,destruct,509.0,20076033
25,flank,2.0,20076033
25,enemi,950.0,20076033
25,trench,18.0,20076033
25,crossfir,3.0,20076033
25,arm,774.0,20076033
25,bomb,1847.0,20076033
25,fortifi,9.0,20076033
25,salvo,20.0,20076033
25,truce,1.0,20076033
25,retreat,123.0,20076033
25,alli,1292.0,20076033
25,fought,828.0,20076033
25,insurg,16.0,20076033
25,mandatori,2921.0,20076033
25,unitedfront,,20076033
25,win,4194.0,20076033
25,defend,2826.0,20076033
25,defens,1760.0,20076033
25,sieg,244.0,20076033
25,battleground,183.0,20076033
25,gun,1831.0,20076033
25,dioxid,394.0,20076033
25,peac,600.0,20076033
25,attack,9147.0,20076033
25,soldier,4290.0,20076033
25,combat,3615.0,20076033
25,violenc,1527.0,20076033
25,battleplan,,20076033
25,foe,47.0,20076033
25,fight,16036.0,20076033
25,troop,3660.0,20076033
25,front,2064.0,20076033
25,bloodsh,,20076033
25,allianc,205.0,20076033
25,microchip,390.0,20076033
25,flu,9143.0,20076033
25,invad,451.0,20076033
25,hostil,56.0,20076033
25,gate,2108.0,20076033
25,die,73070.0,20076033
25,unreport,68.0,20076033
25,defeat,2316.0,20076033
25,rebellion,15.0,20076033
25,command,447.0,20076033
25,strategi,3439.0,20076033
25,homeland,462.0,20076033
25,casualti,416.0,20076033
25,armi,822.0,20076033
25,chip,,20076033
25,african,574.0,20076033
25,treati,40.0,20076033
25,warrior,97.0,20076033
25,beat,4968.0,20076033
25,electromagnet,2.0,20076033
25,lab,6567.0,20076033
25,shoot,1137.0,20076033
25,riot,3117.0,20076033
25,guard,2080.0,20076033
25,conquer,115.0,20076033
25,tactic,398.0,20076033
25,5g,548.0,20076033
25,resist,1643.0,20076033
25,guerrilla,5.0,20076033
25,peacetim,57.0,20076033
25,raider,27.0,20076033
25,threat,4604.0,20076033
25,ammunit,52.0,20076033
25,weapon,1453.0,20076033
25,warfar,78.0,20076033
25,tank,416.0,20076033
25,implant,189.0,20076033
25,minefield,2.0,20076033
25,warzon,19.0,20076033
25,battlefield,89.0,20076033
25,victori,2781.0,20076033
25,bombard,13.0,20076033
25,antibiot,80.0,20076033
25,killer,573.0,20076033
25,upris,59.0,20076033
25,wartim,95.0,20076033
25,holocaust,78.0,20076033
25,vanquish,10.0,20076033
25,battlefront,2.0,20076033
25,target,3565.0,20076033
25,radiat,62.0,20076033
25,melanin,10.0,20076033
25,death,98965.0,20076033
25,homefront,1.0,20076033
25,hoax,9710.0,20076033
25,chlorin,339.0,20076033
25,kill,25898.0,20076033
25,blitzkrieg,2.0,20076033
25,poc,169.0,20076033
25,campaign,5770.0,20076033
25,struggl,4605.0,20076033
25,captur,384.0,20076033
25,war,4425.0,20076033
25,ceasefir,17.0,20076033
25,fighter,232.0,20076033
