week,words,frequency,total_words
32,black,18168.0,20491476
32,conflict,417.0,20491476
32,bleach,1384.0,20491476
32,armor,25.0,20491476
32,besieg,79.0,20491476
32,artilleri,18.0,20491476
32,overcount,81.0,20491476
32,conquest,1.0,20491476
32,disarma,3.0,20491476
32,invas,201.0,20491476
32,arsenal,46.0,20491476
32,fire,4658.0,20491476
32,gunfight,,20491476
32,frontlin,1771.0,20491476
32,liber,1163.0,20491476
32,africa,812.0,20491476
32,militari,1290.0,20491476
32,escal,324.0,20491476
32,crusad,60.0,20491476
32,grenad,2.0,20491476
32,overblown,1433.0,20491476
32,armament,,20491476
32,battl,5076.0,20491476
32,won,,20491476
32,destruct,1949.0,20491476
32,flank,7.0,20491476
32,enemi,996.0,20491476
32,trench,18.0,20491476
32,crossfir,1.0,20491476
32,arm,1122.0,20491476
32,bomb,329.0,20491476
32,fortifi,19.0,20491476
32,salvo,4.0,20491476
32,truce,1.0,20491476
32,retreat,147.0,20491476
32,alli,863.0,20491476
32,fought,347.0,20491476
32,insurg,82.0,20491476
32,mandatori,1889.0,20491476
32,unitedfront,,20491476
32,win,4894.0,20491476
32,defend,1301.0,20491476
32,defens,2630.0,20491476
32,sieg,138.0,20491476
32,battleground,502.0,20491476
32,gun,1512.0,20491476
32,dioxid,71.0,20491476
32,peac,1907.0,20491476
32,attack,11892.0,20491476
32,soldier,762.0,20491476
32,combat,2826.0,20491476
32,violenc,11165.0,20491476
32,battleplan,,20491476
32,foe,38.0,20491476
32,fight,12944.0,20491476
32,troop,2386.0,20491476
32,front,2818.0,20491476
32,bloodsh,1.0,20491476
32,allianc,293.0,20491476
32,microchip,236.0,20491476
32,flu,13819.0,20491476
32,invad,131.0,20491476
32,hostil,109.0,20491476
32,gate,1203.0,20491476
32,die,130081.0,20491476
32,unreport,253.0,20491476
32,defeat,3196.0,20491476
32,rebellion,65.0,20491476
32,command,300.0,20491476
32,strategi,13519.0,20491476
32,homeland,142.0,20491476
32,casualti,228.0,20491476
32,armi,470.0,20491476
32,chip,,20491476
32,african,2302.0,20491476
32,treati,44.0,20491476
32,warrior,241.0,20491476
32,beat,26320.0,20491476
32,electromagnet,1.0,20491476
32,lab,4610.0,20491476
32,shoot,1888.0,20491476
32,riot,3990.0,20491476
32,guard,1622.0,20491476
32,conquer,156.0,20491476
32,tactic,1109.0,20491476
32,5g,342.0,20491476
32,resist,1576.0,20491476
32,guerrilla,9.0,20491476
32,peacetim,11.0,20491476
32,raider,56.0,20491476
32,threat,6925.0,20491476
32,ammunit,41.0,20491476
32,weapon,1057.0,20491476
32,warfar,172.0,20491476
32,tank,400.0,20491476
32,implant,35.0,20491476
32,minefield,20.0,20491476
32,warzon,7.0,20491476
32,battlefield,27.0,20491476
32,victori,1165.0,20491476
32,bombard,23.0,20491476
32,antibiot,194.0,20491476
32,killer,1314.0,20491476
32,upris,104.0,20491476
32,wartim,32.0,20491476
32,holocaust,95.0,20491476
32,vanquish,15.0,20491476
32,battlefront,,20491476
32,target,5344.0,20491476
32,radiat,47.0,20491476
32,melanin,12.0,20491476
32,death,179442.0,20491476
32,homefront,,20491476
32,hoax,10127.0,20491476
32,chlorin,24.0,20491476
32,kill,28300.0,20491476
32,blitzkrieg,1.0,20491476
32,poc,137.0,20491476
32,campaign,9757.0,20491476
32,struggl,4264.0,20491476
32,captur,447.0,20491476
32,war,5982.0,20491476
32,ceasefir,18.0,20491476
32,fighter,153.0,20491476
