week,words,frequency,total_words
38,black,6522.0,19092957
38,conflict,554.0,19092957
38,bleach,459.0,19092957
38,armor,107.0,19092957
38,besieg,4.0,19092957
38,artilleri,,19092957
38,overcount,1.0,19092957
38,conquest,15.0,19092957
38,disarma,17.0,19092957
38,invas,107.0,19092957
38,arsenal,37.0,19092957
38,fire,4232.0,19092957
38,gunfight,3.0,19092957
38,frontlin,1386.0,19092957
38,liber,1067.0,19092957
38,africa,491.0,19092957
38,militari,1991.0,19092957
38,escal,484.0,19092957
38,crusad,16.0,19092957
38,grenad,1.0,19092957
38,overblown,289.0,19092957
38,armament,,19092957
38,battl,3260.0,19092957
38,won,,19092957
38,destruct,812.0,19092957
38,flank,,19092957
38,enemi,1478.0,19092957
38,trench,10.0,19092957
38,crossfir,1.0,19092957
38,arm,12537.0,19092957
38,bomb,298.0,19092957
38,fortifi,12.0,19092957
38,salvo,,19092957
38,truce,2.0,19092957
38,retreat,171.0,19092957
38,alli,1902.0,19092957
38,fought,399.0,19092957
38,insurg,1.0,19092957
38,mandatori,1030.0,19092957
38,unitedfront,,19092957
38,win,3645.0,19092957
38,defend,1314.0,19092957
38,defens,879.0,19092957
38,sieg,17.0,19092957
38,battleground,297.0,19092957
38,gun,1029.0,19092957
38,dioxid,14.0,19092957
38,peac,3609.0,19092957
38,attack,3616.0,19092957
38,soldier,510.0,19092957
38,combat,3814.0,19092957
38,violenc,2345.0,19092957
38,battleplan,,19092957
38,foe,129.0,19092957
38,fight,11087.0,19092957
38,troop,353.0,19092957
38,front,1750.0,19092957
38,bloodsh,4.0,19092957
38,allianc,142.0,19092957
38,microchip,186.0,19092957
38,flu,16521.0,19092957
38,invad,126.0,19092957
38,hostil,577.0,19092957
38,gate,1002.0,19092957
38,die,63359.0,19092957
38,unreport,114.0,19092957
38,defeat,3128.0,19092957
38,rebellion,14.0,19092957
38,command,301.0,19092957
38,strategi,7107.0,19092957
38,homeland,120.0,19092957
38,casualti,483.0,19092957
38,armi,1093.0,19092957
38,chip,,19092957
38,african,434.0,19092957
38,treati,19.0,19092957
38,warrior,251.0,19092957
38,beat,3564.0,19092957
38,electromagnet,,19092957
38,lab,2128.0,19092957
38,shoot,606.0,19092957
38,riot,375.0,19092957
38,guard,955.0,19092957
38,conquer,173.0,19092957
38,tactic,424.0,19092957
38,5g,361.0,19092957
38,resist,1280.0,19092957
38,guerrilla,,19092957
38,peacetim,28.0,19092957
38,raider,48.0,19092957
38,threat,6727.0,19092957
38,ammunit,5.0,19092957
38,weapon,783.0,19092957
38,warfar,221.0,19092957
38,tank,317.0,19092957
38,implant,41.0,19092957
38,minefield,4.0,19092957
38,warzon,6.0,19092957
38,battlefield,67.0,19092957
38,victori,521.0,19092957
38,bombard,14.0,19092957
38,antibiot,66.0,19092957
38,killer,599.0,19092957
38,upris,22.0,19092957
38,wartim,9.0,19092957
38,holocaust,309.0,19092957
38,vanquish,13.0,19092957
38,battlefront,,19092957
38,target,1704.0,19092957
38,radiat,24.0,19092957
38,melanin,1.0,19092957
38,death,65182.0,19092957
38,homefront,1.0,19092957
38,hoax,2237.0,19092957
38,chlorin,5.0,19092957
38,kill,14332.0,19092957
38,blitzkrieg,4.0,19092957
38,poc,176.0,19092957
38,campaign,39676.0,19092957
38,struggl,3580.0,19092957
38,captur,239.0,19092957
38,war,3920.0,19092957
38,ceasefir,35.0,19092957
38,fighter,311.0,19092957
