week,words,frequency,total_words
12,black,20979.0,20202284
12,conflict,1161.0,20202284
12,bleach,109.0,20202284
12,armor,45.0,20202284
12,besieg,49.0,20202284
12,artilleri,16.0,20202284
12,overcount,107.0,20202284
12,conquest,1.0,20202284
12,disarma,2.0,20202284
12,invas,219.0,20202284
12,arsenal,57.0,20202284
12,fire,8250.0,20202284
12,gunfight,,20202284
12,frontlin,5812.0,20202284
12,liber,2744.0,20202284
12,africa,1655.0,20202284
12,militari,2636.0,20202284
12,escal,357.0,20202284
12,crusad,43.0,20202284
12,grenad,23.0,20202284
12,overblown,103.0,20202284
12,armament,1.0,20202284
12,battl,7314.0,20202284
12,won,,20202284
12,destruct,1169.0,20202284
12,flank,14.0,20202284
12,enemi,1448.0,20202284
12,trench,354.0,20202284
12,crossfir,13.0,20202284
12,arm,1682.0,20202284
12,bomb,559.0,20202284
12,fortifi,16.0,20202284
12,salvo,7.0,20202284
12,truce,28.0,20202284
12,retreat,265.0,20202284
12,alli,1079.0,20202284
12,fought,2408.0,20202284
12,insurg,29.0,20202284
12,mandatori,1155.0,20202284
12,unitedfront,,20202284
12,win,4662.0,20202284
12,defend,3696.0,20202284
12,defens,1931.0,20202284
12,sieg,96.0,20202284
12,battleground,204.0,20202284
12,gun,2328.0,20202284
12,dioxid,129.0,20202284
12,peac,2128.0,20202284
12,attack,8805.0,20202284
12,soldier,2314.0,20202284
12,combat,6103.0,20202284
12,violenc,2115.0,20202284
12,battleplan,,20202284
12,foe,29.0,20202284
12,fight,29272.0,20202284
12,troop,587.0,20202284
12,front,9520.0,20202284
12,bloodsh,4.0,20202284
12,allianc,586.0,20202284
12,microchip,801.0,20202284
12,flu,13523.0,20202284
12,invad,321.0,20202284
12,hostil,180.0,20202284
12,gate,7050.0,20202284
12,die,59307.0,20202284
12,unreport,360.0,20202284
12,defeat,2891.0,20202284
12,rebellion,118.0,20202284
12,command,1375.0,20202284
12,strategi,4457.0,20202284
12,homeland,239.0,20202284
12,casualti,507.0,20202284
12,armi,2056.0,20202284
12,chip,,20202284
12,african,3803.0,20202284
12,treati,84.0,20202284
12,warrior,623.0,20202284
12,beat,6474.0,20202284
12,electromagnet,16.0,20202284
12,lab,13344.0,20202284
12,shoot,2296.0,20202284
12,riot,196.0,20202284
12,guard,1815.0,20202284
12,conquer,176.0,20202284
12,tactic,765.0,20202284
12,5g,1887.0,20202284
12,resist,2067.0,20202284
12,guerrilla,,20202284
12,peacetim,43.0,20202284
12,raider,115.0,20202284
12,threat,11034.0,20202284
12,ammunit,82.0,20202284
12,weapon,1952.0,20202284
12,warfar,388.0,20202284
12,tank,1053.0,20202284
12,implant,157.0,20202284
12,minefield,8.0,20202284
12,warzon,75.0,20202284
12,battlefield,159.0,20202284
12,victori,1033.0,20202284
12,bombard,35.0,20202284
12,antibiot,3975.0,20202284
12,killer,962.0,20202284
12,upris,188.0,20202284
12,wartim,307.0,20202284
12,holocaust,232.0,20202284
12,vanquish,85.0,20202284
12,battlefront,7.0,20202284
12,target,3651.0,20202284
12,radiat,163.0,20202284
12,melanin,10.0,20202284
12,death,93147.0,20202284
12,homefront,1.0,20202284
12,hoax,4874.0,20202284
12,chlorin,85.0,20202284
12,kill,23170.0,20202284
12,blitzkrieg,2.0,20202284
12,poc,312.0,20202284
12,campaign,9288.0,20202284
12,struggl,6545.0,20202284
12,captur,820.0,20202284
12,war,6672.0,20202284
12,ceasefir,219.0,20202284
12,fighter,213.0,20202284
