0,1,0,1,2,3,4,5,6,7,8,9
tactic,covid19,9.0,-0.09052680432796478,9.0,9.0,9.0,0.051665306091308594,9.0,9.0,9.0,9.0
violenc,covid19,9.0,9.0,9.0,9.0,0.04797666147351265,9.0,9.0,9.0,-0.029643144458532333,9.0
arsenal,covid19,9.0,9.0,9.0,9.0,9.0,-0.04730529338121414,9.0,9.0,9.0,9.0
truce,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
conquest,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
weapon,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
rebellion,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
front,covid19,9.0,0.013391293585300446,0.12224236130714417,0.058554280549287796,-0.016791485249996185,0.019249780103564262,0.018996162340044975,0.178701713681221,0.016433270648121834,0.03593757748603821
liber,covid19,9.0,0.06263577193021774,9.0,0.015022377483546734,0.011448333039879799,0.04718839377164841,9.0,9.0,0.05561210960149765,0.02982146479189396
kill,covid19,-0.014249857515096664,-0.05896898731589317,0.07363612204790115,0.035363174974918365,-0.03446772322058678,0.09302855283021927,0.0072725494392216206,-0.03738037496805191,-0.039535269141197205,-0.14658093452453613
campaign,covid19,0.13641229271888733,-0.07910232245922089,9.0,0.019917316734790802,0.07316499948501587,-0.02213328517973423,9.0,9.0,-0.019708983600139618,-0.10256334394216537
conflict,covid19,9.0,9.0,9.0,9.0,-0.04644611477851868,9.0,0.008342163637280464,9.0,9.0,0.06798114627599716
hostil,covid19,9.0,9.0,9.0,9.0,9.0,-0.085553839802742,9.0,9.0,9.0,9.0
sieg,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
frontlin,covid19,9.0,9.0,0.07027771323919296,9.0,0.07956880331039429,9.0,0.12460922449827194,0.1302587389945984,0.007818051613867283,0.09584033489227295
resist,covid19,9.0,0.08656349778175354,9.0,0.02604607865214348,0.23189964890480042,-0.045984912663698196,9.0,9.0,-0.0006845893221907318,0.18062567710876465
battleplan,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
homefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
upris,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
threat,covid19,0.12549957633018494,-0.0643060952425003,0.0894237533211708,-0.008027590811252594,-0.030802754685282707,0.0213535837829113,0.015322044491767883,-0.028318963944911957,-0.030218899250030518,-0.048494596034288406
win,covid19,9.0,-0.09381646662950516,0.07948742061853409,-0.03466570004820824,-0.04633431136608124,-0.04790426418185234,-0.0795367956161499,0.02905784547328949,0.023881657049059868,0.016676999628543854
bombard,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
unitedfront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
vanquish,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
flank,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
artilleri,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
destruct,covid19,9.0,9.0,9.0,9.0,-0.0975247323513031,0.05170734226703644,9.0,9.0,9.0,9.0
escal,covid19,9.0,9.0,9.0,9.0,0.12252476066350937,9.0,9.0,0.20661020278930664,9.0,0.24357576668262482
treati,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
crusad,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
command,covid19,9.0,9.0,9.0,-0.06927569210529327,-0.09302109479904175,9.0,9.0,9.0,9.0,0.06711270660161972
death,covid19,0.018576381728053093,0.01846647448837757,0.07959231734275818,0.09671919792890549,-0.045655835419893265,0.19158639013767242,0.014996887184679508,0.024558257311582565,0.03968909755349159,-0.04108189046382904
fought,covid19,9.0,9.0,9.0,9.0,0.0054113371297717094,9.0,9.0,9.0,9.0,0.16859425604343414
battleground,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
peac,covid19,9.0,9.0,9.0,9.0,-0.0270957350730896,9.0,-0.038127459585666656,0.035783156752586365,9.0,0.057275403290987015
retreat,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.03588447719812393,9.0
wartim,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
fire,covid19,9.0,-0.008478485979139805,0.11266487836837769,0.02182093821465969,0.004444140940904617,0.10310189425945282,-0.05051928013563156,0.015544635243713856,0.11985462158918381,-0.11587156355381012
battlefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
struggl,covid19,9.0,0.1461564600467682,0.10879991203546524,0.25549450516700745,-0.00048714157310314476,0.25785258412361145,0.012060364708304405,9.0,0.011089139617979527,-0.0008951846393756568
fighter,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
fortifi,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
gun,covid19,-0.030482769012451172,-0.06707137078046799,9.0,-0.007954100146889687,-0.074598029255867,0.1037219911813736,9.0,9.0,-0.031686775386333466,-0.005093487910926342
holocaust,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
tank,covid19,9.0,-0.11289075762033463,9.0,-0.1097777932882309,0.010897123254835606,-0.11071363091468811,9.0,9.0,9.0,-0.10861150175333023
insurg,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
allianc,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
defens,covid19,9.0,0.020895779132843018,9.0,-0.0137620959430933,-0.06042616441845894,0.08337701112031937,9.0,0.1202693060040474,0.03443310037255287,0.018459340557456017
warzon,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
warrior,covid19,9.0,9.0,9.0,9.0,9.0,0.09789497405290604,9.0,9.0,9.0,9.0
alli,covid19,9.0,9.0,9.0,-0.0802333801984787,-0.05631265044212341,0.13481400907039642,9.0,9.0,9.0,0.07823967933654785
beat,covid19,9.0,-0.06668119877576828,0.18865369260311127,-0.052795179188251495,0.029236068949103355,-0.038434263318777084,9.0,9.0,-0.06560666859149933,-0.05386342480778694
minefield,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
bloodsh,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
riot,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.060508791357278824,9.0
battl,covid19,0.21651530265808105,-0.1392829269170761,0.13213621079921722,0.16881392896175385,-0.15497887134552002,-0.10896389931440353,0.09290090203285217,0.1942819058895111,-0.11005997657775879,-0.11764881759881973
gunfight,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
soldier,covid19,9.0,0.0733114704489708,9.0,0.04674648493528366,-0.013546447269618511,0.0177974384278059,9.0,9.0,9.0,0.09046013653278351
fight,covid19,0.11811865866184235,-0.10204541683197021,0.0999472588300705,-0.013963003642857075,-0.13583941757678986,-0.01754232868552208,0.15093320608139038,0.04205705597996712,-0.15385748445987701,-0.1612166315317154
grenad,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
blitzkrieg,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
attack,covid19,0.018980124965310097,-0.010504839941859245,0.23013269901275635,-0.17268934845924377,0.10846223682165146,-0.10725764185190201,0.009532052092254162,-0.09287413954734802,0.00013547251001000404,0.0443032905459404
arm,covid19,9.0,-0.05977855995297432,9.0,9.0,-0.038070593029260635,-0.1379331350326538,0.14553001523017883,9.0,9.0,0.049521271139383316
homeland,covid19,9.0,9.0,9.0,-0.07768871635198593,9.0,9.0,9.0,9.0,9.0,9.0
warfar,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
bomb,covid19,9.0,9.0,9.0,9.0,-0.012060366570949554,-0.1453258991241455,9.0,9.0,0.023368867114186287,9.0
raider,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
target,covid19,9.0,0.05043817684054375,0.15501271188259125,0.02380032278597355,-0.08163094520568848,-0.04134310409426689,0.13909612596035004,9.0,-0.16648294031620026,0.07084527611732483
won,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
crossfir,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
war,covid19,0.15239717066287994,-0.05621160939335823,0.05016443505883217,-0.037772033363580704,-0.09248070418834686,-0.13536040484905243,0.0011774312006309628,-0.0226177629083395,-0.12032505124807358,0.002885335125029087
troop,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.015142337419092655,0.03015390783548355
ammunit,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
foe,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
conquer,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
strategi,covid19,9.0,0.15920627117156982,9.0,-0.0296771340072155,0.012521645054221153,-0.011858133599162102,9.0,9.0,0.05513402074575424,0.046656474471092224
enemi,covid19,9.0,-0.0025458268355578184,9.0,0.027753710746765137,-0.016810623928904533,-0.08747514337301254,9.0,9.0,0.05186614394187927,0.06653428822755814
guerrilla,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
victori,covid19,9.0,9.0,9.0,9.0,0.12843452394008636,9.0,9.0,9.0,9.0,9.0
disarma,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
militari,covid19,0.07652045041322708,-0.13297362625598907,0.02795083448290825,0.11044026911258698,-0.015712330117821693,-0.028937306255102158,0.03488871082663536,-0.027766626328229904,0.07752756774425507,-0.023835277184844017
ceasefir,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.03444887325167656
