0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
homefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
battl,covid19,0.11564098156769087,0.3331612473755218,0.5760240692301815,0.366016947777171,0.39339658064778005,0.44927046601546383,0.3525536888216322,0.3593929207511637,0.41468457140744364,0.5100805572799734,0.46897054295090723,0.6210259747670774,0.4827072483781918,-0.0249137037288365,0.2979926278307081,0.2892287287684716,0.520964175973686,0.4749420428354737,0.30309456325690776,0.1276855419222377,0.20720397387382639,0.32391912823065794,0.2951029618734329
militari,covid19,0.07502655547077142,0.31461317009947176,0.25130611416587967,0.3576611453068408,0.2904785377257688,0.12718917101275395,0.09761412189190188,0.44091136409371323,0.33455331040033376,0.33341285822774946,0.4180308338462988,0.42770262066260745,0.32337480769066507,0.299911788259261,0.3627945785366229,0.5120906508250634,0.4642635562336501,0.49000064302607194,-0.09150268069152157,0.2337775626041947,-0.030778147957390978,0.2105688824342612,0.4357874472829356
won,covid19,9.0,9.0,9.0,9.0,-0.15494947345357524,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
besieg,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.10201183590418306,-0.3229432076229144,9.0,9.0,9.0,9.0,9.0,9.0,-0.15822261800808612,-0.04420538981879596,-0.008844559167639376,9.0,-0.14306730268209256,9.0,9.0
hostil,covid19,9.0,-0.126502555018007,-0.02648980961116032,9.0,9.0,-0.29127615612615787,-0.15118520484649922,0.1992086025605917,-0.07686671219806995,0.11638104960176676,0.13015491311853378,9.0,0.06951564498549045,0.10087166065383513,0.3186121684870741,0.11831487247723904,0.020794128644492926,-0.1379992306748834,0.07992194803884745,0.03805395079383023,0.0762479585478526,9.0,9.0
battleground,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.3715100542655827,9.0,9.0,-0.2731930797951567,0.04119352588928704,0.08682192079281204,9.0,9.0,0.16269089093368494,9.0,9.0,9.0,9.0,9.0,9.0
upris,covid19,9.0,-0.1380871100357548,-0.035672459088731845,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.24440205885723953,-0.16143955104484764,-0.09221849428714535,0.09752066242840407,9.0,-0.20611004716092451,9.0,0.011010311647443372,-0.1327711264118634,9.0,0.05715249645757259,9.0
arsenal,covid19,9.0,9.0,9.0,9.0,-0.09867965082651042,9.0,0.17407312654468365,0.2556702455363672,-0.32273084663957086,9.0,-0.20065097547271749,0.12454595196247886,0.03280433861908827,9.0,9.0,-0.010834700275187847,0.1379106526600593,9.0,9.0,9.0,0.12007524168526928,0.15988867590372813,0.1166345165405509
death,covid19,0.5296286159104657,0.5933271227081316,0.7409815834177628,0.46927802438283006,0.5534198377964216,0.6817465418859183,0.37334132049555224,0.5712851124546011,0.5850479181983974,0.5996948311417589,0.6892468957270785,0.5972150819754679,0.7191672977614912,0.6910256260563233,0.4011160356278053,0.5505158139637566,0.6491880216331611,0.6020439460130443,0.5886914293705073,0.4729078332599945,0.4125839670923478,0.4042263940069458,0.41727688223844084
crossfir,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.4005242534291409,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
defend,covid19,-0.10680914399663655,0.06368318019990349,0.025605252232639764,-0.14722848071995598,0.4135598677227701,0.3333016302144858,0.30851484949543684,0.4289747125970984,0.196828042943876,0.14977680116786407,0.2326025673876151,0.4737314525293619,0.31614651379799485,0.3169304955657324,0.22657948463075495,0.23810299758278786,0.3778041137795116,0.4475111103323459,0.09035402849374286,0.029049762031491233,0.18116811346518058,-0.0058534570353472315,0.002673564704129272
arm,covid19,0.18527726372498254,0.021833954176550208,-0.07111163281663213,-0.15993819464657166,-0.16687900835018032,-0.09456265594251412,0.54329073116764,0.058041175290208136,0.23283489421375536,0.15903981753772156,-0.037581905790732284,0.022256860020432145,0.2743717728105559,0.229513732642324,0.20276637320648871,-0.058084184844799935,0.24202523070438808,0.2558955912516647,0.07157484094558197,0.047394602018074994,-0.23301056741532222,0.1980605412674603,0.1576163985757184
battlefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.04171150279298952,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
captur,covid19,9.0,0.2226637185382585,-0.07360633652171988,9.0,0.18579973155573826,-0.11758049404283133,-0.09129271240259262,0.26376916788046656,0.03177625843017873,-0.12928393647876968,-0.011572682896390463,-0.018955599491756514,0.13289680878022714,0.1940568087768615,0.14196223055473012,0.15446648749195968,0.2807943345540489,0.2284499635306747,0.15532298814162626,0.032148086379448326,-0.017416105138648552,-0.12958439276505263,0.18958110333725375
guard,covid19,0.056501607864075765,-0.07568486451786693,-0.20548290309462924,-0.14423433234723082,-0.1745204062047605,0.05784390123502092,-0.0015404966541903153,0.13628963239912828,0.36158220434252586,0.19820503206966777,0.22599402212627206,0.3012302951056849,0.31550126479274976,0.15983139851366535,0.32941642557791884,0.05051087970299972,0.4371310567528839,0.07767415352366114,-0.014233587909458167,0.20843162708986307,-0.041228078219767594,0.2776706724163076,-0.08204330099438417
trench,covid19,-0.07803899362471389,9.0,9.0,9.0,9.0,-0.25353634135856074,-0.1275201293257624,-0.39401782424223586,9.0,-0.08067183074874351,9.0,-0.20773063053474528,9.0,0.016950393467501268,-0.058885345771586994,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.1003007746433523
struggl,covid19,0.1832680519949882,-0.07893135577995691,0.18421824349250038,0.11860425118314599,0.44732575791485674,0.2904333100766844,0.3649563668525211,0.4273789105389094,0.5948716155048107,0.36105243505363693,0.2964781742401643,0.36640135331938484,0.6578797557197721,0.32065202825851147,0.3071614807584586,0.45894676240261845,0.48656396094879995,0.35297492684984366,0.31862255954271856,0.16296169485729894,0.16940837307941525,0.36697025178769205,0.11237778791708308
enemi,covid19,0.035295600868006094,0.10584671171327775,-0.03534621592808418,0.16107214838527129,0.28003379174584286,0.23900652847688675,-0.13364519006533726,0.5521263367280578,0.2036768120108401,0.21781460205427094,0.4995190839611785,0.022021958976995215,0.41470962256710686,0.317448130114638,0.23764884995449886,0.32091396463004895,0.2771747601058733,0.3991870917536984,0.13660446193549192,0.16875208266636577,0.09447457579150098,0.20865945488756155,0.20591642481465045
die,covid19,0.3920370797918835,0.41771973621813907,0.7176445529569412,0.590437011550434,0.6090219524751702,0.6631947044094376,0.49741159859688755,0.6538031457602784,0.6998230466618081,0.7064565165910754,0.6292017159660676,0.525693798596725,0.6185549586184604,0.7253166812947631,0.26450957092397354,0.4960753753630962,0.6064162264530302,0.4382985561714916,0.554011263693608,0.41503466931327326,0.5445377779613884,0.3329922764628642,0.29249366351258177
fortifi,covid19,9.0,9.0,0.0057939187028877015,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.3174900232070592,9.0,9.0,9.0,9.0
bombard,covid19,9.0,-0.1815880594012782,9.0,9.0,-0.08473410941705617,9.0,9.0,0.03149935511697444,9.0,-0.052950944487238694,9.0,9.0,-0.24817495793756095,9.0,9.0,9.0,9.0,0.11210076508034583,-0.02379455704843969,9.0,9.0,9.0,-0.05856132060399322
strategi,covid19,0.017791822274117353,-0.03462973664666302,-0.10222448147638663,-0.13348793391823355,0.34094987687861733,0.226034848643488,0.44245224507306813,0.46595079630596814,0.512406322884408,0.3254697627500278,0.3821230119186938,0.4590146740329424,0.5900972800010044,0.3591394392228491,0.4739119452597125,0.2795976213738641,0.29238503370081914,0.4981032826091045,0.33387701982230855,0.4380027032502618,0.2627740917379471,0.18694416285293447,0.1287630277076156
disarma,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.10135651055828887,-0.011613588753331516,9.0,0.030427648505076066,9.0,-0.04849015191848771,-0.08343196451108059,9.0,-0.09628412881970805,9.0
armi,covid19,0.1579663148698729,-0.051660538936076916,-0.1322157113818183,0.23517108584587898,-0.18314789818708888,0.263304352299927,0.5229244471485909,0.639364034204502,0.5027970928706527,0.27755833747419223,0.1063727124493149,0.2934322201242263,0.22395118434810568,0.03341728132298949,0.45371257747458005,-0.02268220540303645,0.2708437458594295,0.3447732470454531,0.14452411344126492,0.07107936080481692,0.21742635678209055,0.30450997592712814,0.04810126707491946
