0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
beat,covid19,-0.22287751734256744,-0.149154931306839,-0.08310245722532272,-0.15735328197479248,-0.09252384305000305,-0.23767653107643127,-0.1575784683227539,-0.14348219335079193,-0.17563234269618988,-0.20738346874713898,-0.30165401101112366,-0.11224716156721115,-0.2442435324192047,-0.21730564534664154,-0.31511473655700684,-0.2574986219406128,-0.28849783539772034,-0.22270336747169495,-0.32665321230888367,-0.4027853310108185,-0.27178826928138733,-0.2932470142841339
battleground,covid19,9.0,9.0,9.0,0.06657958775758743,9.0,0.07109258323907852,-0.06744302064180374,-0.03196527808904648,-0.17811521887779236,-0.009821771644055843,-0.02690262533724308,-0.07251079380512238,-0.04269028827548027,-0.09764751046895981,-0.0008799075148999691,0.14105167984962463,-0.09586314857006073,0.05461474508047104,-0.05405711010098457,0.08105283230543137,-0.05966261029243469,-0.06414175778627396
tactic,covid19,-0.1347564160823822,0.2000446766614914,0.028638271614909172,-0.07713232934474945,0.1257130652666092,0.036505602300167084,-0.036870572715997696,-0.011003715917468071,0.0918821394443512,0.08831901103258133,0.05711239576339722,0.07116548717021942,0.15651391446590424,0.12515033781528473,0.012291490100324154,-0.015424833633005619,0.002776352921500802,0.2157135307788849,0.013263098895549774,0.16162905097007751,0.04881836101412773,-0.03123464249074459
troop,covid19,-0.061965662986040115,-0.013940049335360527,0.05198104679584503,-0.10235459357500076,-0.093087337911129,-0.06315760314464569,-0.03615404665470123,-0.06981216371059418,0.03668900206685066,-0.010267840698361397,-0.0019745109602808952,-0.04169968515634537,0.06877081841230392,0.14824065566062927,0.15488232672214508,0.06957633793354034,-0.055632513016462326,0.03214721381664276,-0.004968674853444099,0.172723188996315,0.2764175832271576,0.09412619471549988
gun,covid19,-0.043200135231018066,-0.07321172207593918,-0.0007262253202497959,-0.019659632816910744,0.05046684667468071,0.11240717023611069,0.06357754021883011,0.07130634039640427,-0.015240845270454884,0.02873942442238331,0.029317442327737808,0.002393510425463319,0.05120078846812248,0.012716835364699364,0.08115893602371216,0.0484595000743866,0.00897225085645914,0.12715917825698853,-0.08573927730321884,-0.030187351629137993,0.11884777247905731,0.07879097014665604
riot,covid19,-0.08423153311014175,-0.08147916942834854,0.04453038424253464,-0.11637115478515625,0.17311294376850128,0.0723550021648407,-0.029106957837939262,0.028397761285305023,0.0865742415189743,0.20655712485313416,-0.08832643926143646,-0.0772644504904747,-0.1306760162115097,0.072027288377285,-0.03585739806294441,0.013742477633059025,-0.0004338874132372439,0.040710095316171646,0.0047793323174119,-0.0762016549706459,-0.02205696515738964,-0.06737398356199265
homefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
threat,covid19,-0.10621947795152664,-0.08798131346702576,-0.23438307642936707,-0.05472906306385994,-0.17329294979572296,-0.08869680762290955,-0.10210052877664566,-0.0289223063737154,-0.11351650953292847,-0.03703984245657921,-0.07846179604530334,-0.08385055512189865,-0.005556762684136629,-0.00073025788879022,-0.1162032037973404,-0.08924447000026703,-0.037502121180295944,-0.06784947961568832,-0.07468409836292267,-0.0783812552690506,-0.1275494545698166,-0.16704006493091583
minefield,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.07075247168540955,9.0,0.08743982762098312,9.0,-0.09404505789279938,9.0,-0.04063251614570618,-0.1711190640926361,0.01414680015295744,0.06438107043504715,0.01944795250892639,9.0,-0.025064384564757347,9.0
