0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
beat,covid19,9.0,9.0,0.18865369260311127,9.0,-0.052795179188251495,-0.06668119877576828,-0.038434263318777084,-0.06560666859149933,-0.05386342480778694,0.029236068949103355,-0.09833694249391556,0.049937665462493896,-0.056657157838344574,-0.05877741798758507,-0.052468061447143555,-0.08801531791687012,-0.10104577988386154,0.07888327538967133,-0.05238695442676544,-0.09556376934051514,-0.1993112564086914,-0.009498078376054764
battleground,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
tactic,covid19,9.0,9.0,9.0,9.0,9.0,-0.09052680432796478,0.051665306091308594,9.0,9.0,9.0,9.0,9.0,0.05208887532353401,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
troop,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.015142337419092655,0.03015390783548355,9.0,9.0,9.0,0.06001592054963112,9.0,9.0,9.0,9.0,9.0,0.046373218297958374,9.0,9.0,0.029722541570663452
gun,covid19,9.0,9.0,9.0,-0.030482769012451172,-0.007954100146889687,-0.06707137078046799,0.1037219911813736,-0.031686775386333466,-0.005093487910926342,-0.074598029255867,0.03744306415319443,-0.026985349133610725,-0.021697986871004105,0.09119270741939545,0.02273033745586872,0.04105524346232414,0.02148544043302536,0.06152593344449997,0.049323420971632004,9.0,9.0,9.0
riot,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,-0.060508791357278824,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.025112392380833626,-0.08814594894647598,-0.13653576374053955,-0.07115807384252548
homefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
threat,covid19,-0.028318963944911957,0.015322044491767883,0.0894237533211708,0.12549957633018494,-0.008027590811252594,-0.0643060952425003,0.0213535837829113,-0.030218899250030518,-0.048494596034288406,-0.030802754685282707,-0.060168929398059845,0.02718084491789341,-0.1431867778301239,0.03025379590690136,-0.010188136249780655,0.042839165776968,-0.0352623276412487,-0.084433913230896,0.0566740445792675,0.10773800313472748,-0.04292434826493263,-0.07417827844619751
minefield,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
holocaust,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
insurg,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
