0,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
homefront,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
battl,covid19,0.48162202537059784,0.4106811583042145,0.41218695044517517,0.504698883742094,0.505781464278698,0.44726841151714325,0.4855457153171301,0.3253663182258606,0.4131188914179802,0.40282314270734787,0.4435589350759983,0.4143574386835098,0.42279647290706635,0.4395916052162647,0.36867187917232513,0.362945094704628,0.41999176144599915,0.41803306341171265,0.34864872694015503,0.319658488035202,0.3690679967403412,0.3813891261816025,0.3699835538864136,0.41081615537405014,0.36058907210826874,0.3636834919452667,0.3901764452457428,0.380782350897789,0.3823500871658325,0.41086380183696747,0.43185655027627945,0.40973497182130814,0.389369361102581,0.4241088330745697,0.35504207015037537,0.4263749122619629,0.3631815016269684,0.44297344610095024,0.44694986939430237,0.40883055329322815,0.44022537022829056,0.4325340837240219,0.37820182740688324,0.3967168852686882,0.43595725297927856,0.42858368903398514,0.4499315470457077,0.36820533871650696,0.4545356072485447,0.41544578969478607,0.3895767629146576,0.439973134547472
militari,covid19,0.4643238037824631,0.43752334266901016,0.47126685455441475,0.44124527275562286,0.5441649854183197,0.5250438172370195,0.501424040645361,0.5570958070456982,0.5293966121971607,0.4799533672630787,0.5530396960675716,0.5500190183520317,0.45812568441033363,0.511188417673111,0.5278707891702652,0.5232227928936481,0.49488227255642414,0.5041210670024157,0.49907238967716694,0.5136724384501576,0.4893871918320656,0.5382666774094105,0.5304734706878662,0.45485029742121696,0.4866468608379364,0.5026379227638245,0.46773170679807663,0.4734899774193764,0.5197584573179483,0.5294703133404255,0.5625279694795609,0.5305083207786083,0.4927981710061431,0.5202160943299532,0.5444927327334881,0.5497251376509666,0.520720861852169,0.5341530218720436,0.47719985246658325,0.4769964013248682,0.4232171028852463,0.44665058329701424,0.4907624013721943,0.5212659612298012,0.46113114804029465,0.5160250440239906,0.530634818598628,0.535816952586174,0.4991938127204776,0.5496662482619286,0.42564090341329575,0.538860522210598
won,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
besieg,covid19,0.44614963233470917,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.46554039418697357,0.5627851784229279,0.5913291871547699,0.5381804183125496,0.4673406817018986,0.48412386141717434,0.4891662057489157,0.5607532486319542,9.0,0.49057675153017044,9.0,0.40361132472753525,0.41701222211122513,0.5041250456124544,0.4490889273583889,9.0,0.4870234951376915,0.466389998793602,9.0,0.5734371319413185,9.0,9.0,0.5057872775942087,0.5502100698649883,0.49190097860991955,0.46635817736387253,9.0,0.5169566906988621,9.0,9.0,9.0,0.5185946635901928,9.0,9.0,0.566090889275074,9.0,9.0,0.5053202733397484,9.0,9.0,0.4427860155701637,0.4152994528412819,0.49210287630558014,0.5249071847647429
hostil,covid19,0.43024589121341705,0.4443991854786873,0.49124847166240215,0.5641229152679443,0.4751717075705528,0.5146453082561493,0.4384732320904732,0.501886866055429,0.4947953075170517,0.5666984245181084,0.3931446224451065,0.4945196993649006,0.5090261716395617,0.42780478298664093,0.538369819521904,0.47000459767878056,0.4901360236108303,0.5224488116800785,0.5416183844208717,0.5571097061038017,0.4660535901784897,0.5098025370389223,0.4835530146956444,0.4793021120131016,0.4933411795645952,0.42584560811519623,0.47863873839378357,0.5028505548834801,0.5329580456018448,0.4455251358449459,0.522105161100626,0.48895613476634026,0.4778532013297081,0.4746783934533596,0.5482684224843979,0.5321118757128716,0.5387556031346321,0.5815457180142403,0.5223578456789255,0.463668555021286,0.4317570626735687,0.45886343345046043,0.5465466938912868,0.47663163021206856,0.4848943520337343,0.5205057486891747,0.47465849108994007,0.4653926491737366,0.471268130466342,0.42638246715068817,0.4855760131031275,0.45205218344926834
battleground,covid19,9.0,9.0,9.0,0.5519816540181637,9.0,0.5685558691620827,0.46136899292469025,0.47333542443811893,0.43150678277015686,0.49265042692422867,0.4899673331528902,0.47204952128231525,0.4730837456882,0.45711466670036316,0.5101410541683435,0.5170955136418343,0.461385078728199,0.5056263115257025,0.4751105010509491,0.46068301796913147,0.5183992013335228,0.4951242641545832,0.4812152534723282,0.5074926074594259,0.5050019398331642,0.4673576056957245,0.4800136536359787,0.4776694905012846,0.4859407590702176,0.44342077150940895,0.4934267825447023,0.5340768061578274,0.5283177495002747,0.4677087813615799,0.4575353302061558,0.42638055980205536,0.5110499188303947,0.51146075502038,0.49341774359345436,0.428130179643631,0.43891091644763947,0.4943680390715599,9.0,0.42725539207458496,0.5017494615167379,0.4741108510643244,0.4782447926700115,0.5503419265151024,0.5028317049145699,0.5647526532411575,0.4649583548307419,9.0
upris,covid19,0.512536657974124,0.534055057913065,0.4652320519089699,0.5000144317746162,0.49957652017474174,0.5169592648744583,0.5226272642612457,0.6399285197257996,0.5070755016058683,0.4847857151180506,0.44688258692622185,0.46325283497571945,0.4036054164171219,0.5032070335000753,0.500851767603308,0.5677274242043495,0.4915104992687702,0.5908581167459488,0.6154258847236633,0.4262235462665558,0.5291317962110043,0.40067044645547867,0.4686790630221367,0.57179856300354,0.48695911280810833,0.458687961101532,0.4993355553597212,0.513571604155004,0.47189305536448956,0.46549465507268906,0.4739134330302477,0.5016240673139691,0.5060167107731104,0.4424514137208462,0.464669868350029,0.527667474001646,0.4809186328202486,0.4278072342276573,0.4452321417629719,0.3902149647474289,0.4814919251948595,0.5303904823958874,0.5298361126333475,0.5287864804267883,0.5120010953396559,0.45337245985865593,0.5318774804472923,0.47012051939964294,0.4469016529619694,0.4267995357513428,0.4608834683895111,0.47958566062152386
arsenal,covid19,0.45625268667936325,0.5506074987351894,0.5159150138497353,0.4945768020115793,0.5014220587909222,0.4977640612050891,0.5340549126267433,0.5871760696172714,0.4951659105718136,0.5060593150556087,0.5027458816766739,0.48166415095329285,0.4870011191815138,0.4363035336136818,0.4751804806292057,0.48657744005322456,0.49818045273423195,0.50709566520527,0.4711068943142891,0.5196072440594435,0.5096814827993512,0.5513566322624683,0.5607701614499092,0.5342995151877403,0.47612477093935013,0.46102622523903847,0.47942508943378925,0.5262595787644386,0.5033468659967184,0.4907074235379696,0.4093194380402565,0.4144611060619354,0.5651176795363426,0.5352627672255039,0.5126839280128479,0.5202008336782455,0.47072722762823105,0.5737433061003685,0.5405521914362907,0.49717307835817337,0.5550245903432369,0.5347922556102276,0.5219338238239288,0.5370707288384438,0.5419865623116493,0.5509798899292946,0.4950769408605993,0.5192974414676428,0.5855720788240433,0.5369456745684147,0.5689562186598778,0.5520527698099613
death,covid19,0.5591318607330322,0.5103596895933151,0.5912013202905655,0.6078245416283607,0.5635073557496071,0.5037160012871027,0.4904065225273371,0.46563703939318657,0.4633138105273247,0.4710334725677967,0.5152566339820623,0.49650907702744007,0.48803311586380005,0.48679366894066334,0.4856886491179466,0.4657004848122597,0.4803442507982254,0.4814654551446438,0.49903213046491146,0.5348553285002708,0.5156982429325581,0.5334335789084435,0.5343914143741131,0.5198777951300144,0.5160993691533804,0.5137819796800613,0.48672251496464014,0.46851685643196106,0.46860412508249283,0.4413045458495617,0.45286791026592255,0.4980292613618076,0.4731188118457794,0.4801498129963875,0.47892798483371735,0.5085404329001904,0.44130146875977516,0.5088818008080125,0.5216633267700672,0.5135029405355453,0.5562135800719261,0.5098184812813997,0.504733968526125,0.48179310746490955,0.4731439147144556,0.49963596649467945,0.4934599678963423,0.454884298145771,0.49075040221214294,0.4941332936286926,0.4690951034426689,0.502098523080349
crossfir,covid19,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.4659736528992653,0.4870738573372364,0.4506629668176174,9.0,9.0,9.0,9.0,0.4362184628844261,0.5322467908263206,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.5193329304456711,9.0,9.0,9.0,9.0,9.0,0.4986748769879341,0.49840329587459564,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,0.513005580753088,0.4853927493095398,0.4994031526148319,9.0,9.0
